feature_idx,l1_norm_base,l1_norm_it,l2_norm_base,l2_norm_it,delta_l1_norm,delta_l2_norm,cosine_similarity,l1_norm_base_enc,l1_norm_it_enc,l2_norm_base_enc,l2_norm_it_enc,delta_l1_norm_enc,delta_l2_norm_enc,cosine_similarity_enc
55697,38.12107,44.409714,1.0188098,1.1746502,0.57080257,0.56633484,0.41031453,44.837723,43.639313,1.1638589,1.1308566,0.48663613,0.48582205,0.7398082
43852,43.916233,42.6285,1.1483212,1.1258758,0.48533878,0.4902269,0.41175193,38.36656,35.96064,1.0009687,0.92602,0.46864557,0.46256194,0.5580025
32206,41.305088,45.745667,1.0897985,1.203199,0.5485355,0.5471246,0.4124328,40.83313,39.147705,1.0578302,1.011448,0.47936204,0.47807673,0.65019166
44203,39.14473,44.695953,1.0323894,1.1713887,0.5620999,0.559331,0.41456234,42.63652,42.485626,1.0913901,1.0983089,0.49823046,0.50314975,0.69965637
28190,39.79986,45.393272,1.0412247,1.1954784,0.5616106,0.5645155,0.41504502,45.675682,44.7746,1.1703886,1.1583376,0.4901361,0.4948517,0.76333654
47240,42.26166,41.17171,1.1321568,1.106366,0.48710474,0.48860988,0.4170791,35.764797,33.760437,0.9339886,0.8855572,0.47197857,0.4740728,0.41255075
67790,37.8823,41.065243,1.0104774,1.1059084,0.5387547,0.54314595,0.4180217,31.36417,30.664043,0.8262305,0.8032511,0.48883876,0.48609382,0.27210292
54106,39.264576,57.291332,1.0492871,1.5040095,0.6573253,0.6511701,0.41911337,40.367455,42.883987,1.0450611,1.0994647,0.52934116,0.52474093,0.6293718
18671,38.92523,42.37297,1.0532833,1.1370089,0.54068327,0.5368183,0.42083985,43.766853,40.892456,1.1490128,1.0686744,0.4671624,0.46504027,0.28893706
24379,39.01519,43.754898,1.0483426,1.1646913,0.554162,0.54994833,0.4212883,33.258648,34.00258,0.87664306,0.90313673,0.5109393,0.5146676,0.2143507
25541,39.787304,49.008503,1.0449629,1.2903657,0.5940775,0.5950904,0.42434758,42.022324,43.20835,1.0925455,1.1081531,0.5137245,0.50704217,0.68689346
11873,41.205177,48.44658,1.0986683,1.2869235,0.57473594,0.5731416,0.42505157,47.035244,46.57482,1.2038819,1.1865557,0.49510556,0.49280405,0.73635256
30185,37.830585,41.644173,1.009402,1.1077482,0.54578775,0.5443901,0.4289777,40.879105,41.46979,1.0553678,1.070226,0.5071219,0.50694156,0.62863773
63738,46.310783,44.983707,1.2210201,1.1824665,0.48567206,0.48421255,0.42900643,36.28875,33.319473,0.9396074,0.8657937,0.4590882,0.46072102,0.49674916
28585,42.58308,47.410572,1.1075792,1.2363372,0.55091155,0.55207235,0.43011123,44.5871,45.098904,1.1584346,1.1722947,0.50567424,0.5059115,0.82516086
58755,39.20989,41.207413,1.0448033,1.1032482,0.52423745,0.5264877,0.43015003,45.60926,43.396133,1.1873282,1.1235814,0.47573817,0.47315535,0.6666765
7902,39.615326,44.53659,1.0302603,1.172126,0.5552497,0.5605164,0.43120927,45.40983,44.571854,1.1821997,1.1523288,0.4907732,0.4873664,0.7998063
3078,41.229454,45.734665,1.0940714,1.2278988,0.54925376,0.5544945,0.43134648,32.79015,29.536507,0.86268806,0.7677351,0.45038688,0.44496682,0.20199327
39703,37.644203,42.69929,1.0008603,1.1201419,0.559194,0.55324394,0.4330453,46.95784,47.223763,1.2081972,1.2200062,0.50281554,0.5048397,0.73849565
59433,40.384483,44.87003,1.063113,1.1786585,0.54998374,0.5490157,0.43312925,45.984375,45.376842,1.1775755,1.1746576,0.49339414,0.49876106,0.7230356
24006,38.776993,43.86535,1.0225128,1.1668518,0.55799973,0.5618497,0.43422118,48.264526,45.66179,1.2626141,1.191227,0.47303674,0.4717304,0.583282
30817,44.99772,45.243484,1.1809362,1.1934781,0.502716,0.5052543,0.43509665,45.78396,44.844666,1.1685373,1.1534374,0.48974213,0.49353898,0.73954225
15338,38.34884,59.234344,1.0366464,1.5631893,0.6762956,0.6684194,0.43534514,32.174355,34.370876,0.82471627,0.88154995,0.5319532,0.5322351,0.6050663
68556,38.28976,42.04679,1.0016028,1.1165732,0.5446768,0.55148363,0.4359577,45.12185,44.580208,1.1757467,1.1518586,0.49399802,0.4898413,0.71557736
5455,46.64866,43.97255,1.2274984,1.1825094,0.47131634,0.48167452,0.43666324,38.23726,30.885597,0.9861093,0.8075323,0.40386784,0.40945375,0.42515743
7845,50.33932,43.257572,1.3336684,1.1392847,0.42965987,0.42712444,0.43743095,42.206142,38.118633,1.0841349,0.99180746,0.45157683,0.45741883,0.5572437
7635,42.07615,42.083366,1.109229,1.1051433,0.5000858,0.49815834,0.43771452,43.72058,42.883,1.1182699,1.1075443,0.4904212,0.49520436,0.8104163
40553,42.30683,43.72474,1.1352682,1.1975601,0.516214,0.52600783,0.43827814,30.304827,24.491999,0.8035956,0.6454593,0.40409404,0.40160704,0.015556092
6017,37.5379,44.022884,1.025002,1.2051377,0.5736547,0.5747366,0.43894976,34.398678,32.62496,0.9021953,0.8546177,0.47421825,0.47363234,0.26910263
10342,44.352203,47.71334,1.1567457,1.25367,0.5352222,0.53865623,0.44016343,43.458733,41.92271,1.1094755,1.0713582,0.48232782,0.48282194,0.75025904
43952,38.890068,46.922592,1.0214972,1.2236587,0.58559334,0.5826053,0.4416732,44.657936,45.969162,1.1496491,1.1817926,0.514262,0.51359946,0.73559797
20942,39.35382,47.992798,1.0469201,1.267513,0.59000283,0.587018,0.4455522,43.530502,43.99666,1.1213137,1.1444513,0.5052976,0.5101086,0.6367738
41940,44.357555,43.09786,1.182712,1.1764631,0.48580065,0.49735826,0.44572756,34.237072,24.616209,0.8873762,0.6476293,0.3594964,0.3649125,0.15586647
72338,43.019875,48.53099,1.1513325,1.2865206,0.5567793,0.5525402,0.44651604,45.21032,45.54686,1.1464465,1.1595625,0.5036944,0.5056556,0.8169553
47921,43.967785,46.87087,1.1581768,1.2166075,0.53096896,0.52401376,0.4485982,44.366756,44.240707,1.1379117,1.1363425,0.49857947,0.49931052,0.7780006
26432,44.203663,48.576725,1.1759112,1.3007436,0.5450119,0.547985,0.44937408,41.577415,39.29351,1.0649713,1.0057169,0.4725343,0.47218028,0.66303825
28264,38.03923,42.13932,1.0030026,1.1217364,0.5486492,0.5529241,0.4500894,43.19367,42.76206,1.1255678,1.1147852,0.4950038,0.49521014,0.58656555
9690,38.48591,45.243565,1.0106467,1.1903609,0.57468086,0.57548726,0.4504425,45.648575,44.264484,1.1789342,1.1308616,0.4848397,0.47961184,0.7662981
9660,39.717083,44.339775,1.0398004,1.1562737,0.5521281,0.5503658,0.4519633,44.25029,43.648567,1.1406059,1.1229964,0.49320093,0.49228066,0.7052471
21969,39.528694,42.136795,1.0711159,1.1408266,0.53094804,0.53055274,0.4522866,30.53252,23.289902,0.795553,0.61140275,0.381395,0.38426274,0.09660788
28923,39.4249,42.6529,1.0324897,1.1334425,0.53784037,0.5445337,0.45289156,46.38353,46.1862,1.1965955,1.1828322,0.49787283,0.494249,0.7347716
51413,37.85853,45.295155,1.0002736,1.194395,0.58209074,0.5812635,0.45298272,45.942593,46.587738,1.1916004,1.2084626,0.506924,0.5069767,0.6904061
27020,40.70147,44.853592,1.0743968,1.1864855,0.5462853,0.5472356,0.45487845,46.072853,45.894638,1.1734673,1.1661023,0.49806595,0.49686188,0.7988201
11220,39.378395,47.042984,1.0369111,1.2431571,0.5814637,0.5829525,0.4550075,42.63552,43.010452,1.0876354,1.1024258,0.5043586,0.50670815,0.7689186
2837,38.706924,41.962074,1.0196226,1.1159447,0.5387868,0.5431572,0.45502588,42.613888,42.63793,1.0989121,1.097302,0.50028193,0.4992674,0.73088765
26609,40.568916,51.937668,1.074629,1.3663986,0.6094461,0.6067659,0.45652774,43.741287,45.68226,1.1090587,1.1705676,0.5212443,0.52627313,0.7246694
17995,39.005043,42.21496,1.0372747,1.1109039,0.5380187,0.5331393,0.46038795,43.889725,42.789585,1.1380146,1.1018287,0.487467,0.48410133,0.7657887
61415,40.6865,53.15052,1.0752808,1.4015113,0.6172521,0.6163853,0.46165553,40.72827,42.63704,1.044513,1.0911802,0.5223839,0.5213838,0.6906334
9425,39.04365,54.5991,1.0375605,1.4434923,0.6424515,0.64060754,0.4618051,35.965515,38.335724,0.94146144,1.0103289,0.53091383,0.5340817,0.47065222
9428,38.015743,45.069427,1.0200009,1.2030557,0.5782535,0.57607913,0.4622199,45.361683,43.746796,1.1871862,1.141371,0.48219988,0.48070428,0.70208853
22436,46.953888,42.055305,1.2661583,1.1038444,0.44783625,0.43590298,0.46442616,40.167507,39.915245,1.0332854,1.0199703,0.49685988,0.49355692,0.6659118
25393,39.70656,47.39259,1.0502387,1.2529688,0.58108896,0.5808999,0.46461755,46.510693,45.224056,1.2016747,1.1637357,0.48616838,0.48421413,0.7171647
56152,38.438488,46.387066,1.007115,1.2218204,0.58567667,0.5878629,0.46487302,40.973846,40.74594,1.0515912,1.0426297,0.4972189,0.4957391,0.7629053
320,46.49852,45.63318,1.2402619,1.2170932,0.49069497,0.49065977,0.46544632,28.602222,30.679382,0.7406864,0.8011387,0.5338527,0.53772897,0.23775697
22018,37.82397,43.754856,1.0382123,1.1896818,0.567774,0.56365967,0.46623385,39.038155,39.68199,1.006344,1.0250789,0.50811243,0.5091383,0.70271564
49436,38.849518,46.532627,1.0185953,1.2127618,0.5825561,0.58005136,0.46914738,48.435196,48.106575,1.2629569,1.2486,0.49660763,0.49431616,0.7737099
23235,41.18943,44.72045,1.0813849,1.1818558,0.53947884,0.54250556,0.46956545,45.710922,46.721394,1.1660528,1.1959238,0.5108138,0.51248866,0.7948578
70600,39.638687,48.15069,1.0517824,1.2657346,0.5883892,0.584517,0.46988234,45.117413,43.356445,1.16341,1.1070871,0.4804846,0.47579408,0.72741306
4958,40.683342,43.67847,1.0857964,1.1373713,0.5342861,0.5226729,0.47071484,43.875694,44.711147,1.1343106,1.1522971,0.5093428,0.50780463,0.7246386
18102,39.083458,46.483826,1.0367336,1.2282366,0.5796015,0.57795846,0.47117874,44.478283,45.020866,1.1739535,1.1821672,0.5060259,0.503474,0.76167357
31233,45.627495,50.166756,1.2275383,1.3609023,0.5452417,0.54899836,0.47120416,41.680878,38.577774,1.0822171,1.0095164,0.46277547,0.4664112,0.36747128
49856,38.540985,41.852196,1.0154897,1.1019456,0.5395584,0.5392288,0.4719001,45.321438,45.028114,1.159164,1.1631067,0.49676397,0.5016949,0.756935
35815,42.775772,54.644703,1.1463635,1.4504484,0.6086009,0.6048244,0.4728309,41.312717,41.488743,1.0704182,1.0612609,0.5021214,0.49572256,0.6722313
8575,40.665836,45.64048,1.0783137,1.2035304,0.55449814,0.5520206,0.47289032,45.61621,43.597923,1.1753001,1.129684,0.47787753,0.48059383,0.7286203
57070,40.88647,44.584743,1.0902684,1.1636635,0.54147464,0.5315362,0.47358194,43.546387,43.324425,1.1393882,1.1257857,0.49745142,0.4940308,0.6668831
70272,41.310112,46.707134,1.0829242,1.2310072,0.55777514,0.56014705,0.47448283,43.23586,42.66956,1.1141042,1.1045732,0.49345106,0.49572262,0.75721097
24314,47.734863,52.949493,1.2336149,1.3457735,0.54924154,0.5416707,0.47470498,44.047783,45.062572,1.1321985,1.1667583,0.5112598,0.5148102,0.8071439
65889,39.337482,43.721626,1.0426621,1.1395353,0.55013704,0.54250556,0.47489583,41.617317,40.995003,1.0709925,1.0498055,0.49252337,0.49010873,0.8176957
3514,39.203773,52.25198,1.0440749,1.3768761,0.6248585,0.6208537,0.4750443,41.769333,42.70451,1.0861323,1.0940812,0.5109494,0.50363266,0.6643258
31759,40.189354,44.316338,1.0483073,1.1551003,0.5465628,0.54622674,0.47504634,45.292942,43.477043,1.1718025,1.1227498,0.47995386,0.47906956,0.7674926
58678,41.325497,49.723778,1.065154,1.291734,0.58444935,0.5877038,0.4752836,44.1362,44.585968,1.1208868,1.1295389,0.5050438,0.5038299,0.82712984
53825,40.21315,50.367016,1.0667341,1.3629668,0.6007988,0.608672,0.4753139,41.646694,42.856693,1.0747937,1.1032857,0.5141168,0.51291233,0.630677
5180,38.192406,43.122734,1.0011623,1.131146,0.5571662,0.5574566,0.47637773,43.931534,44.32148,1.1251701,1.133819,0.50439906,0.50381404,0.8261364
22113,40.388298,45.479107,1.0721531,1.2019063,0.55596864,0.5539781,0.47657245,45.352707,44.70026,1.184294,1.1601889,0.49280697,0.489823,0.6371646
38577,41.60446,47.80023,1.1088235,1.2475685,0.56480896,0.5556061,0.47846806,40.726017,41.48249,1.0563418,1.080057,0.50911796,0.5109787,0.6853715
35058,35.830807,39.880074,1.0090927,1.1028551,0.550768,0.54250896,0.4788306,36.026848,35.388065,0.9385108,0.9241306,0.49113464,0.49233884,0.68530744
27433,45.009945,47.747887,1.1743653,1.2448869,0.5286708,0.5283245,0.47915918,48.09259,47.465576,1.211335,1.2130166,0.4934812,0.5006932,0.81472397
64282,47.250183,51.672977,1.2532215,1.3580126,0.542796,0.5385825,0.47962677,42.033123,41.06166,1.0811192,1.0479442,0.4884441,0.4846571,0.6900719
48006,43.291256,43.324196,1.1600589,1.1560354,0.50038016,0.49826586,0.4804996,46.574013,45.833683,1.2062057,1.183042,0.4920521,0.4903981,0.7263185
20931,41.53228,44.912086,1.078726,1.1759967,0.5376269,0.5413567,0.48052022,43.834534,44.04171,1.1256185,1.1326178,0.50235206,0.5030899,0.7168506
53594,39.21638,50.02955,1.029678,1.3184026,0.6080678,0.6094979,0.48072037,44.813034,46.363316,1.1695018,1.1954958,0.51671886,0.51087165,0.7257309
22402,43.660763,45.788094,1.1596138,1.2216433,0.5232302,0.5253877,0.48150373,44.476997,41.921677,1.1369255,1.0695809,0.4712737,0.47038305,0.7288324
3189,39.004936,47.67207,1.041139,1.2490761,0.5909037,0.58323634,0.48316276,43.220203,43.784492,1.114974,1.1398544,0.5064439,0.51091385,0.7170706
63460,45.785965,56.55265,1.2098917,1.503585,0.5951917,0.59766436,0.4849376,35.247955,30.931602,0.9204113,0.80989134,0.43877158,0.43996164,0.3057568
68041,39.846027,47.33525,1.0426736,1.2379981,0.5791083,0.5788872,0.48547024,42.116383,43.44271,1.0867505,1.1222702,0.5152653,0.5158249,0.773761
43300,48.383926,42.924255,1.2705466,1.1172899,0.4435797,0.43968868,0.4878618,47.65313,46.23091,1.2253431,1.1996536,0.48507738,0.48951742,0.78931606
36795,44.912964,43.41337,1.1749271,1.153269,0.48330554,0.49078324,0.488309,45.676285,44.697006,1.1854508,1.1566985,0.48928022,0.48787284,0.69840455
55567,38.763767,44.996094,1.015426,1.1776317,0.5692541,0.5688695,0.48883936,44.20607,44.730534,1.1294872,1.149043,0.5058625,0.50850964,0.8248453
48705,40.095734,43.27481,1.0605376,1.1391642,0.53673124,0.5345107,0.4906888,38.000355,36.232697,0.99291366,0.9528568,0.47674155,0.47982863,0.6362677
63035,39.743645,45.616276,1.0543108,1.1966888,0.5643699,0.5594883,0.4908943,44.93102,43.05307,1.1625148,1.1179596,0.47910187,0.48083672,0.73617315
36226,41.81633,47.468727,1.0864084,1.240625,0.5595381,0.5621528,0.49090847,46.758526,45.47998,1.2018131,1.1839205,0.4863282,0.492556,0.68604654
53609,39.099857,53.648273,1.0234535,1.397495,0.63559073,0.6338257,0.49257797,45.90642,46.56413,1.1973735,1.2009076,0.5070624,0.5014714,0.8035316
37181,44.260986,43.59971,1.1760899,1.1512842,0.49252978,0.48945418,0.49345034,45.65297,43.951263,1.1778792,1.1290023,0.48136258,0.47925216,0.761886
8725,38.793945,41.74811,1.039334,1.121912,0.53538084,0.53680235,0.49353316,45.2546,43.118683,1.1705068,1.1187754,0.4764011,0.4779021,0.7454506
58752,38.749092,47.62186,1.0216739,1.2525055,0.59315854,0.59214795,0.49407926,47.238007,46.367203,1.2198185,1.189395,0.4907828,0.4875295,0.7761334
20810,40.03184,42.997128,1.0630658,1.1454266,0.53448236,0.53595203,0.49497378,37.232773,36.464355,0.9726648,0.9454012,0.4896809,0.4859851,0.5961538
69518,38.32363,48.686874,1.0127057,1.28372,0.6064275,0.6055582,0.49561557,46.948505,47.161995,1.2018521,1.2077363,0.50226337,0.50243604,0.7795587
67112,39.39974,43.19642,1.0466665,1.1376606,0.5439467,0.5399918,0.49684677,43.598198,42.216988,1.1198051,1.0843499,0.48415977,0.484169,0.6626419
824,39.91155,45.801605,1.0609078,1.2277584,0.5642997,0.5679493,0.49752823,43.865124,42.126507,1.1237521,1.0643277,0.48018223,0.47355983,0.74898005
10060,37.83065,42.870014,1.003986,1.1338273,0.55877495,0.557258,0.49780902,45.974564,45.077,1.1820055,1.1671382,0.4902385,0.493711,0.7655268
70213,43.18822,49.683784,1.1548009,1.3256912,0.56536907,0.5644533,0.49859512,37.916637,36.453938,0.98923004,0.9549128,0.48071164,0.48265457,0.54899347
17570,42.34371,46.06253,1.1068546,1.2020457,0.54036707,0.5395955,0.49920785,46.35715,45.815754,1.1984156,1.178075,0.4941606,0.49151352,0.8381867
28547,37.94051,47.66256,1.0072882,1.258474,0.6019883,0.5997978,0.49939558,44.63134,44.894585,1.1432339,1.1562687,0.50293183,0.5056366,0.784644
